Data,Period,Organisation unit,Value,Numerator,Denominator,Factor,Multiplier,Divisor
MAL - RDT positive malaria cases,April 2024,11 Bolikhamxai,14,,,,,
MAL - Malaria suspects tested (RDT),February 2024,07 Houaphan,150,,,,,
MAL - Confirmed malaria cases,June 2024,13 Savannakhet,269,,,,,
MAL - Confirmed malaria cases,August 2024,13 Savannakhet,309,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,13 Savannakhet,365,,,,,
MAL - RDT positive malaria cases,August 2024,07 Houaphan,71,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,08 Xainyabouli,34,,,,,
MAL - RDT positive malaria cases,June 2024,11 Bolikhamxai,14,,,,,
MAL - Confirmed malaria cases,January 2024,18 Xaisomboun,18,,,,,
MAL - RDT positive malaria cases,April 2024,13 Savannakhet,152,,,,,
MAL - RDT positive malaria cases,May 2024,13 Savannakhet,144,,,,,
MAL - Confirmed malaria cases,February 2024,18 Xaisomboun,24,,,,,
MAL - Confirmed malaria cases,April 2024,05 Bokeo,44,,,,,
MAL - Microscopy positive malaria cases,January 2024,14 Salavan,10,,,,,
MAL - Malaria suspects tested (RDT),May 2024,08 Xainyabouli,269,,,,,
MAL - Malaria suspects tested (RDT),September 2024,08 Xainyabouli,481,,,,,
MAL - Malaria suspects tested (RDT),June 2024,08 Xainyabouli,338,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,05 Bokeo,15,,,,,
MAL - RDT positive malaria cases,November 2024,11 Bolikhamxai,1,,,,,
MAL - RDT positive malaria cases,August 2024,13 Savannakhet,306,,,,,
MAL - Confirmed malaria cases,August 2024,05 Bokeo,7,,,,,
MAL - Malaria suspects tested (RDT),September 2024,02 Phongsali,270,,,,,
MAL - Confirmed malaria cases,July 2024,05 Bokeo,53,,,,,
MAL - Microscopy positive malaria cases,February 2024,14 Salavan,15,,,,,
MAL - RDT positive malaria cases,October 2024,12 Khammouan,13,,,,,
MAL - Malaria suspects tested (RDT),June 2024,02 Phongsali,280,,,,,
MAL - Microscopy positive malaria cases,September 2024,14 Salavan,20,,,,,
MAL - RDT positive malaria cases,January 2024,13 Savannakhet,157,,,,,
MAL - Microscopy positive malaria cases,May 2024,14 Salavan,28,,,,,
MAL - Microscopy positive malaria cases,September 2024,16 Champasak,17,,,,,
MAL - Malaria suspects tested (RDT),May 2024,02 Phongsali,277,,,,,
MAL - Confirmed malaria cases,October 2024,07 Houaphan,52,,,,,
MAL - Microscopy positive malaria cases,June 2024,14 Salavan,24,,,,,
MAL - Malaria suspects tested (RDT),November 2024,02 Phongsali,326,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,17 Attapu,641,,,,,
MAL - Microscopy positive malaria cases,June 2024,16 Champasak,49,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,17 Attapu,242,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,05 Bokeo,84,,,,,
MAL - Malaria suspects tested (RDT),December 2024,02 Phongsali,403,,,,,
MAL - Microscopy positive malaria cases,May 2024,16 Champasak,36,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,17 Attapu,249,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,17 Attapu,473,,,,,
MAL - Malaria suspects tested (RDT),February 2024,02 Phongsali,215,,,,,
MAL - Malaria suspects tested (RDT),January 2024,02 Phongsali,146,,,,,
MAL - Confirmed malaria cases,September 2024,18 Xaisomboun,30,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,18 Xaisomboun,10,,,,,
MAL - Malaria suspects tested (RDT),November 2024,08 Xainyabouli,1142,,,,,
MAL - Microscopy positive malaria cases,February 2024,16 Champasak,13,,,,,
MAL - RDT positive malaria cases,November 2024,12 Khammouan,49,,,,,
MAL - Malaria suspects tested (RDT),December 2024,08 Xainyabouli,434,,,,,
MAL - Malaria suspects tested (RDT),January 2024,08 Xainyabouli,273,,,,,
MAL - Malaria suspects tested (RDT),February 2024,08 Xainyabouli,220,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,18 Xaisomboun,9,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,18 Xaisomboun,28,,,,,
MAL - Confirmed malaria cases,May 2024,18 Xaisomboun,31,,,,,
MAL - Microscopy positive malaria cases,August 2024,Lao PDR,229,,,,,
MAL - RDT positive malaria cases,September 2024,13 Savannakhet,339,,,,,
MAL - Confirmed malaria cases,June 2024,18 Xaisomboun,30,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,17 Attapu,503,,,,,
MAL - Microscopy positive malaria cases,September 2024,Lao PDR,208,,,,,
MAL - Microscopy positive malaria cases,January 2024,16 Champasak,13,,,,,
MAL - RDT positive malaria cases,July 2024,12 Khammouan,27,,,,,
MAL - RDT positive malaria cases,August 2024,12 Khammouan,10,,,,,
MAL - Confirmed malaria cases,January 2024,17 Attapu,59,,,,,
MAL - Microscopy positive malaria cases,November 2024,14 Salavan,6,,,,,
MAL - RDT positive malaria cases,November 2024,13 Savannakhet,396,,,,,
MAL - RDT positive malaria cases,August 2024,10 Vientiane,19,,,,,
MAL - Microscopy positive malaria cases,December 2024,14 Salavan,14,,,,,
MAL - Confirmed malaria cases,April 2024,07 Houaphan,55,,,,,
MAL - RDT positive malaria cases,July 2024,10 Vientiane,8,,,,,
MAL - Confirmed malaria cases,December 2024,18 Xaisomboun,41,,,,,
MAL - Confirmed malaria cases,June 2024,17 Attapu,81,,,,,
MAL - Confirmed malaria cases,March 2024,07 Houaphan,66,,,,,
MAL - RDT positive malaria cases,April 2024,10 Vientiane,3,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,02 Phongsali,33,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,05 Bokeo,29,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,02 Phongsali,33,,,,,
MAL - Confirmed malaria cases,May 2024,17 Attapu,63,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,18 Xaisomboun,2,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,05 Bokeo,41,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,05 Bokeo,87,,,,,
MAL - Confirmed malaria cases,February 2024,17 Attapu,50,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,18 Xaisomboun,16,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,02 Phongsali,70,,,,,
MAL - RDT positive malaria cases,December 2024,13 Savannakhet,261,,,,,
MAL - RDT positive malaria cases,March 2024,10 Vientiane,11,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,08 Xainyabouli,38,,,,,
MAL - Malaria suspects tested (RDT),October 2024,17 Attapu,1954,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,18 Xaisomboun,10,,,,,
MAL - Confirmed malaria cases,October 2024,01 Vientiane Capital,16,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,08 Xainyabouli,63,,,,,
MAL - RDT positive malaria cases,December 2024,04 Oudomxai,16,,,,,
MAL - Confirmed malaria cases,November 2024,01 Vientiane Capital,46,,,,,
MAL - Confirmed malaria cases,March 2024,05 Bokeo,42,,,,,
MAL - RDT positive malaria cases,July 2024,03 Louangnamtha,3,,,,,
MAL - Malaria suspects tested (RDT),March 2024,11 Bolikhamxai,80,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,07 Houaphan,43,,,,,
MAL - Confirmed malaria cases,December 2024,17 Attapu,48,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,07 Houaphan,61,,,,,
MAL - Confirmed malaria cases,July 2024,02 Phongsali,27,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,01 Vientiane Capital,49,,,,,
MAL - Malaria suspects tested (RDT),July 2024,18 Xaisomboun,71,,,,,
MAL - Malaria suspects tested (RDT),June 2024,12 Khammouan,400,,,,,
MAL - RDT positive malaria cases,October 2024,02 Phongsali,31,,,,,
MAL - Microscopy positive malaria cases,February 2024,15 Xekong,51,,,,,
MAL - Microscopy positive malaria cases,June 2024,15 Xekong,41,,,,,
MAL - Confirmed malaria cases,August 2024,01 Vientiane Capital,38,,,,,
MAL - Microscopy positive malaria cases,November 2024,Lao PDR,180,,,,,
MAL - Malaria suspects tested (RDT),May 2024,05 Bokeo,43,,,,,
MAL - Malaria suspects tested (RDT),July 2024,11 Bolikhamxai,146,,,,,
MAL - Malaria suspects tested (RDT),February 2024,12 Khammouan,368,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,08 Xainyabouli,81,,,,,
MAL - RDT positive malaria cases,October 2024,08 Xainyabouli,26,,,,,
MAL - Confirmed malaria cases,December 2024,13 Savannakhet,237,,,,,
MAL - Malaria suspects tested (RDT),December 2024,05 Bokeo,11,,,,,
MAL - Malaria suspects tested (RDT),January 2024,05 Bokeo,47,,,,,
MAL - RDT positive malaria cases,October 2024,07 Houaphan,44,,,,,
MAL - RDT positive malaria cases,October 2024,10 Vientiane,14,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,17 Attapu,360,,,,,
MAL - Malaria suspects tested (RDT),March 2024,13 Savannakhet,1382,,,,,
MAL - Confirmed malaria cases,September 2024,17 Attapu,60,,,,,
MAL - Confirmed malaria cases,July 2024,07 Houaphan,82,,,,,
MAL - Microscopy positive malaria cases,December 2024,16 Champasak,12,,,,,
MAL - RDT positive malaria cases,July 2024,08 Xainyabouli,21,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,01 Vientiane Capital,8,,,,,
MAL - RDT positive malaria cases,September 2024,04 Oudomxai,1,,,,,
MAL - RDT positive malaria cases,July 2024,02 Phongsali,28,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,07 Houaphan,70,,,,,
MAL - RDT positive malaria cases,January 2024,11 Bolikhamxai,16,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,01 Vientiane Capital,57,,,,,
MAL - Confirmed malaria cases,October 2024,02 Phongsali,37,,,,,
MAL - Microscopy positive malaria cases,May 2024,Lao PDR,234,,,,,
MAL - Confirmed malaria cases,October 2024,08 Xainyabouli,31,,,,,
MAL - Malaria suspects tested (RDT),December 2024,12 Khammouan,364,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,13 Savannakhet,1657,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,12 Khammouan,223,,,,,
MAL - Microscopy positive malaria cases,January 2024,Lao PDR,130,,,,,
MAL - Microscopy positive malaria cases,April 2024,01 Vientiane Capital,4,,,,,
MAL - Confirmed malaria cases,January 2024,13 Savannakhet,145,,,,,
MAL - Malaria suspects tested (RDT),September 2024,07 Houaphan,177,,,,,
MAL - Malaria suspects tested (RDT),October 2024,18 Xaisomboun,62,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,13 Savannakhet,871,,,,,
MAL - RDT positive malaria cases,March 2024,07 Houaphan,44,,,,,
MAL - Microscopy positive malaria cases,December 2024,06 Louangphabang,4,,,,,
MAL - Microscopy positive malaria cases,August 2024,01 Vientiane Capital,19,,,,,
MAL - Malaria suspects tested (RDT),May 2024,07 Houaphan,162,,,,,
MAL - Confirmed malaria cases,May 2024,13 Savannakhet,181,,,,,
MAL - Confirmed malaria cases,April 2024,01 Vientiane Capital,26,,,,,
MAL - Malaria suspects tested (RDT),January 2024,07 Houaphan,151,,,,,
MAL - Malaria suspects tested (RDT),September 2024,05 Bokeo,45,,,,,
MAL - RDT positive malaria cases,May 2024,11 Bolikhamxai,18,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,02 Phongsali,45,,,,,
MAL - Malaria suspects tested (RDT),March 2024,17 Attapu,958,,,,,
MAL - Malaria suspects tested (RDT),July 2024,17 Attapu,1179,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,13 Savannakhet,729,,,,,
MAL - RDT positive malaria cases,July 2024,07 Houaphan,67,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,08 Xainyabouli,56,,,,,
MAL - RDT positive malaria cases,May 2024,04 Oudomxai,2,,,,,
MAL - Confirmed malaria cases,September 2024,13 Savannakhet,333,,,,,
MAL - RDT positive malaria cases,July 2024,17 Attapu,70,,,,,
MAL - RDT positive malaria cases,February 2024,17 Attapu,53,,,,,
MAL - RDT positive malaria cases,September 2024,17 Attapu,69,,,,,
MAL - RDT positive malaria cases,January 2024,17 Attapu,66,,,,,
MAL - Microscopy positive malaria cases,August 2024,10 Vientiane,3,,,,,
MAL - RDT positive malaria cases,December 2024,18 Xaisomboun,32,,,,,
MAL - Confirmed malaria cases,June 2024,12 Khammouan,25,,,,,
MAL - Malaria suspects tested (RDT),July 2024,04 Oudomxai,218,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,11 Bolikhamxai,28,,,,,
MAL - Malaria suspects tested (RDT),November 2024,01 Vientiane Capital,139,,,,,
MAL - Malaria suspects tested (RDT),August 2024,10 Vientiane,188,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,12 Khammouan,50,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,11 Bolikhamxai,55,,,,,
MAL - Malaria suspects tested (RDT),June 2024,04 Oudomxai,172,,,,,
MAL - RDT positive malaria cases,October 2024,18 Xaisomboun,35,,,,,
MAL - RDT positive malaria cases,April 2024,17 Attapu,38,,,,,
MAL - Confirmed malaria cases,September 2024,12 Khammouan,17,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,11 Bolikhamxai,38,,,,,
MAL - Malaria suspects tested (RDT),April 2024,04 Oudomxai,182,,,,,
MAL - Confirmed malaria cases,May 2024,11 Bolikhamxai,28,,,,,
MAL - Confirmed malaria cases,March 2024,11 Bolikhamxai,25,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,12 Khammouan,382,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,12 Khammouan,426,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,11 Bolikhamxai,2,,,,,
MAL - Confirmed malaria cases,June 2024,11 Bolikhamxai,24,,,,,
MAL - Malaria suspects tested (RDT),January 2024,03 Louangnamtha,101,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,11 Bolikhamxai,2,,,,,
MAL - Microscopy positive malaria cases,February 2024,01 Vientiane Capital,4,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,11 Bolikhamxai,34,,,,,
MAL - Microscopy positive malaria cases,November 2024,01 Vientiane Capital,20,,,,,
MAL - Confirmed malaria cases,August 2024,11 Bolikhamxai,1,,,,,
MAL - Microscopy positive malaria cases,October 2024,01 Vientiane Capital,0,,,,,
MAL - Malaria suspects tested (RDT),September 2024,04 Oudomxai,254,,,,,
MAL - RDT positive malaria cases,October 2024,17 Attapu,56,,,,,
MAL - RDT positive malaria cases,September 2024,18 Xaisomboun,21,,,,,
MAL - RDT positive malaria cases,February 2024,08 Xainyabouli,20,,,,,
MAL - Malaria suspects tested (RDT),October 2024,11 Bolikhamxai,167,,,,,
MAL - Malaria suspects tested (RDT),September 2024,03 Louangnamtha,133,,,,,
MAL - RDT positive malaria cases,May 2024,08 Xainyabouli,20,,,,,
MAL - RDT positive malaria cases,April 2024,18 Xaisomboun,20,,,,,
MAL - Malaria suspects tested (RDT),December 2024,11 Bolikhamxai,121,,,,,
MAL - RDT positive malaria cases,February 2024,18 Xaisomboun,24,,,,,
MAL - Malaria suspects tested (RDT),March 2024,03 Louangnamtha,89,,,,,
MAL - Malaria suspects tested (RDT),August 2024,03 Louangnamtha,190,,,,,
MAL - Malaria suspects tested (RDT),May 2024,01 Vientiane Capital,129,,,,,
MAL - RDT positive malaria cases,November 2024,03 Louangnamtha,12,,,,,
MAL - RDT positive malaria cases,January 2024,18 Xaisomboun,19,,,,,
MAL - Malaria suspects tested (RDT),June 2024,03 Louangnamtha,115,,,,,
MAL - Malaria suspects tested (RDT),March 2024,01 Vientiane Capital,81,,,,,
MAL - Malaria suspects tested (RDT),March 2024,10 Vientiane,160,,,,,
MAL - Malaria suspects tested (RDT),October 2024,04 Oudomxai,268,,,,,
MAL - Malaria suspects tested (RDT),December 2024,04 Oudomxai,192,,,,,
MAL - Microscopy positive malaria cases,October 2024,10 Vientiane,11,,,,,
MAL - Malaria suspects tested (RDT),August 2024,01 Vientiane Capital,93,,,,,
MAL - Confirmed malaria cases,July 2024,09 Xiangkhouang,3,,,,,
MAL - Malaria suspects tested (RDT),May 2024,10 Vientiane,154,,,,,
MAL - Malaria suspects tested (RDT),June 2024,01 Vientiane Capital,72,,,,,
MAL - Malaria suspects tested (RDT),June 2024,10 Vientiane,172,,,,,
MAL - Malaria suspects tested (RDT),February 2024,18 Xaisomboun,62,,,,,
MAL - Microscopy positive malaria cases,November 2024,10 Vientiane,6,,,,,
MAL - RDT positive malaria cases,January 2024,Lao PDR,839,,,,,
MAL - RDT positive malaria cases,March 2024,Lao PDR,661,,,,,
MAL - Confirmed malaria cases,June 2024,02 Phongsali,25,,,,,
MAL - Confirmed malaria cases,March 2024,02 Phongsali,27,,,,,
MAL - RDT positive malaria cases,July 2024,18 Xaisomboun,31,,,,,
MAL - Confirmed malaria cases,December 2024,12 Khammouan,29,,,,,
MAL - Confirmed malaria cases,April 2024,02 Phongsali,36,,,,,
MAL - Confirmed malaria cases,January 2024,02 Phongsali,16,,,,,
MAL - Microscopy positive malaria cases,September 2024,12 Khammouan,2,,,,,
MAL - RDT positive malaria cases,November 2024,08 Xainyabouli,47,,,,,
MAL - RDT positive malaria cases,September 2024,Lao PDR,1054,,,,,
MAL - Malaria suspects tested (RDT),April 2024,11 Bolikhamxai,81,,,,,
MAL - Confirmed malaria cases,July 2024,10 Vientiane,9,,,,,
MAL - RDT positive malaria cases,August 2024,03 Louangnamtha,3,,,,,
MAL - Malaria suspects tested (RDT),September 2024,12 Khammouan,452,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,10 Vientiane,47,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,01 Vientiane Capital,39,,,,,
MAL - RDT positive malaria cases,October 2024,14 Salavan,137,,,,,
MAL - Malaria suspects tested (RDT),July 2024,12 Khammouan,460,,,,,
MAL - Confirmed malaria cases,May 2024,01 Vientiane Capital,21,,,,,
MAL - Confirmed malaria cases,May 2024,10 Vientiane,16,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,04 Oudomxai,5,,,,,
MAL - Malaria suspects tested (RDT),August 2024,18 Xaisomboun,63,,,,,
MAL - Microscopy positive malaria cases,August 2024,11 Bolikhamxai,1,,,,,
MAL - Microscopy positive malaria cases,June 2024,11 Bolikhamxai,14,,,,,
MAL - Confirmed malaria cases,August 2024,04 Oudomxai,6,,,,,
MAL - Confirmed malaria cases,July 2024,01 Vientiane Capital,17,,,,,
MAL - RDT positive malaria cases,December 2024,16 Champasak,132,,,,,
MAL - Malaria suspects tested (RDT),June 2024,11 Bolikhamxai,117,,,,,
MAL - Malaria suspects tested (RDT),April 2024,05 Bokeo,73,,,,,
MAL - Microscopy positive malaria cases,July 2024,18 Xaisomboun,10,,,,,
MAL - Microscopy positive malaria cases,September 2024,18 Xaisomboun,15,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,03 Louangnamtha,10,,,,,
MAL - RDT positive malaria cases,August 2024,16 Champasak,165,,,,,
MAL - Malaria suspects tested (RDT),February 2024,05 Bokeo,41,,,,,
MAL - Confirmed malaria cases,November 2024,11 Bolikhamxai,1,,,,,
MAL - Malaria suspects tested (RDT),January 2024,12 Khammouan,368,,,,,
MAL - RDT positive malaria cases,November 2024,10 Vientiane,14,,,,,
MAL - Malaria suspects tested (RDT),December 2024,03 Louangnamtha,143,,,,,
MAL - RDT positive malaria cases,November 2024,01 Vientiane Capital,34,,,,,
MAL - Microscopy positive malaria cases,March 2024,05 Bokeo,27,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,10 Vientiane,146,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,10 Vientiane,127,,,,,
MAL - RDT positive malaria cases,February 2024,14 Salavan,94,,,,,
MAL - RDT positive malaria cases,June 2024,05 Bokeo,30,,,,,
MAL - RDT positive malaria cases,June 2024,16 Champasak,243,,,,,
MAL - RDT positive malaria cases,August 2024,08 Xainyabouli,43,,,,,
MAL - RDT positive malaria cases,April 2024,05 Bokeo,25,,,,,
MAL - RDT positive malaria cases,April 2024,14 Salavan,94,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,01 Vientiane Capital,3,,,,,
MAL - Malaria suspects tested (RDT),August 2024,17 Attapu,1508,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,01 Vientiane Capital,7,,,,,
MAL - RDT positive malaria cases,August 2024,04 Oudomxai,7,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,12 Khammouan,147,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,04 Oudomxai,0,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,12 Khammouan,240,,,,,
MAL - Microscopy positive malaria cases,May 2024,01 Vientiane Capital,1,,,,,
MAL - Microscopy positive malaria cases,July 2024,01 Vientiane Capital,4,,,,,
MAL - Malaria suspects tested (RDT),November 2024,18 Xaisomboun,102,,,,,
MAL - Malaria suspects tested (RDT),November 2024,10 Vientiane,197,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,04 Oudomxai,3,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,09 Xiangkhouang,4,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,03 Louangnamtha,3,,,,,
MAL - Confirmed malaria cases,August 2024,03 Louangnamtha,3,,,,,
MAL - RDT positive malaria cases,December 2024,Lao PDR,923,,,,,
MAL - Microscopy positive malaria cases,May 2024,10 Vientiane,3,,,,,
MAL - Microscopy positive malaria cases,July 2024,10 Vientiane,1,,,,,
MAL - Malaria suspects tested (RDT),February 2024,17 Attapu,554,,,,,
MAL - Confirmed malaria cases,March 2024,12 Khammouan,5,,,,,
MAL - Confirmed malaria cases,January 2024,12 Khammouan,8,,,,,
MAL - Malaria suspects tested (RDT),August 2024,08 Xainyabouli,419,,,,,
MAL - Malaria suspects tested (RDT),August 2024,09 Xiangkhouang,156,,,,,
MAL - Malaria suspects tested (RDT),January 2024,16 Champasak,1647,,,,,
MAL - Microscopy positive malaria cases,September 2024,02 Phongsali,4,,,,,
MAL - Malaria suspects tested (RDT),March 2024,08 Xainyabouli,230,,,,,
MAL - Confirmed malaria cases,May 2024,15 Xekong,122,,,,,
MAL - Malaria suspects tested (RDT),April 2024,16 Champasak,1883,,,,,
MAL - Confirmed malaria cases,June 2024,05 Bokeo,55,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,05 Bokeo,4,,,,,
MAL - RDT positive malaria cases,June 2024,13 Savannakhet,267,,,,,
MAL - Malaria suspects tested (RDT),August 2024,14 Salavan,1999,,,,,
MAL - Microscopy positive malaria cases,May 2024,08 Xainyabouli,8,,,,,
MAL - Confirmed malaria cases,November 2024,03 Louangnamtha,12,,,,,
MAL - Malaria suspects tested (RDT),July 2024,02 Phongsali,272,,,,,
MAL - Microscopy positive malaria cases,October 2024,17 Attapu,2,,,,,
MAL - Microscopy positive malaria cases,July 2024,14 Salavan,18,,,,,
MAL - Malaria suspects tested (RDT),September 2024,16 Champasak,3694,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,15 Xekong,493,,,,,
MAL - Microscopy positive malaria cases,April 2024,14 Salavan,16,,,,,
MAL - Malaria suspects tested (RDT),April 2024,02 Phongsali,283,,,,,
MAL - Microscopy positive malaria cases,August 2024,16 Champasak,29,,,,,
MAL - Microscopy positive malaria cases,June 2024,02 Phongsali,3,,,,,
MAL - Confirmed malaria cases,November 2024,07 Houaphan,65,,,,,
MAL - Malaria suspects tested (RDT),May 2024,14 Salavan,1369,,,,,
MAL - RDT positive malaria cases,March 2024,13 Savannakhet,132,,,,,
MAL - Confirmed malaria cases,August 2024,15 Xekong,147,,,,,
MAL - Malaria suspects tested (RDT),October 2024,02 Phongsali,285,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,17 Attapu,546,,,,,
MAL - Malaria suspects tested (RDT),January 2024,Lao PDR,8258,,,,,
MAL - RDT positive malaria cases,May 2024,01 Vientiane Capital,20,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,18 Xaisomboun,14,,,,,
MAL - Malaria suspects tested (RDT),April 2024,Lao PDR,7753,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,05 Bokeo,22,,,,,
MAL - Malaria suspects tested (RDT),September 2024,Lao PDR,13269,,,,,
MAL - Confirmed malaria cases,July 2024,18 Xaisomboun,35,,,,,
MAL - Microscopy positive malaria cases,March 2024,16 Champasak,18,,,,,
MAL - Microscopy positive malaria cases,December 2024,02 Phongsali,15,,,,,
MAL - Microscopy positive malaria cases,January 2024,02 Phongsali,5,,,,,
MAL - RDT positive malaria cases,December 2024,12 Khammouan,33,,,,,
MAL - Confirmed malaria cases,April 2024,18 Xaisomboun,22,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,17 Attapu,222,,,,,
MAL - RDT positive malaria cases,February 2024,01 Vientiane Capital,10,,,,,
MAL - Malaria suspects tested (RDT),March 2024,09 Xiangkhouang,137,,,,,
MAL - Confirmed malaria cases,November 2024,15 Xekong,111,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,18 Xaisomboun,35,,,,,
MAL - Microscopy positive malaria cases,October 2024,14 Salavan,6,,,,,
MAL - RDT positive malaria cases,June 2024,12 Khammouan,22,,,,,
MAL - Confirmed malaria cases,October 2024,18 Xaisomboun,38,,,,,
MAL - RDT positive malaria cases,September 2024,12 Khammouan,17,,,,,
MAL - Microscopy positive malaria cases,April 2024,17 Attapu,7,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,05 Bokeo,33,,,,,
MAL - Confirmed malaria cases,February 2024,07 Houaphan,90,,,,,
MAL - RDT positive malaria cases,May 2024,10 Vientiane,13,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,02 Phongsali,50,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,05 Bokeo,44,,,,,
MAL - Confirmed malaria cases,April 2024,17 Attapu,42,,,,,
MAL - Malaria suspects tested (RDT),December 2024,15 Xekong,462,,,,,
MAL - RDT positive malaria cases,February 2024,10 Vientiane,3,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,18 Xaisomboun,18,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,09 Xiangkhouang,10,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,09 Xiangkhouang,8,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,08 Xainyabouli,45,,,,,
MAL - Malaria suspects tested (RDT),November 2024,17 Attapu,1338,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,08 Xainyabouli,69,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,02 Phongsali,18,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,03 Louangnamtha,5,,,,,
MAL - Microscopy positive malaria cases,October 2024,18 Xaisomboun,9,,,,,
MAL - Microscopy positive malaria cases,July 2024,17 Attapu,3,,,,,
MAL - Confirmed malaria cases,February 2024,10 Vientiane,8,,,,,
MAL - RDT positive malaria cases,June 2024,Lao PDR,1273,,,,,
MAL - Confirmed malaria cases,July 2024,06 Louangphabang,30,,,,,
MAL - Microscopy positive malaria cases,March 2024,11 Bolikhamxai,16,,,,,
MAL - Microscopy positive malaria cases,August 2024,15 Xekong,45,,,,,
MAL - Malaria suspects tested (RDT),January 2024,11 Bolikhamxai,82,,,,,
MAL - Malaria suspects tested (RDT),September 2024,11 Bolikhamxai,171,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,07 Houaphan,41,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,16 Champasak,1437,,,,,
MAL - Confirmed malaria cases,October 2024,17 Attapu,51,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,06 Louangphabang,317,,,,,
MAL - Confirmed malaria cases,September 2024,02 Phongsali,38,,,,,
MAL - RDT positive malaria cases,December 2024,02 Phongsali,26,,,,,
